,date,text,compound
281,2019-01-22,1 Top Auto Stock for Canadians to Buy Instead of Tesla (NASDAQ:TSLA) Stock ,0.2023
284,2019-01-22,"The future is now: five electric-car road trips in North America and Europe for ethical tourists Finding charging points can take you to places you wouldn't otherwise go, says Hall, who describes a recent tour in a Tesla electric car around the UK's national parks as an eye-opener to the wonders ...",0.5106
279,2019-01-22,"Tesla’s China Edition Model 3 Performance Has A Special Set Of Wheels At 19-inches, these alloy rims, dubbed the Power Sports wheels, are slightly smaller than the 20-inch shoes of the North American models. Not only do the Power Sports wheels have a different spoke ...",0.4019
280,2019-01-22,"Tesla Introduces Portable Fast Charger If you frequently travel out of town where the Supercharger network is still patchy or prefer to use your friends' electricity to charge your car, then, as long as there is a suitable 14-50 outlet ...",0.4767
278,2019-01-23,Fremont police to add a new patrol vehicle to its roster: A Tesla Model S ,0.0
296,2019-01-28,"Porsche Taycan gets 3 years free charging – and it’s super-fast It will deliver considerably more powerful charging stations than Tesla Superchargers currently offer. Taycan drivers in the US will, when the car goes on sale later this ... across the US also adding ...",0.7698
295,2019-01-28,Target and Tesla announce Santa Monica locations ,0.0
294,2019-01-28,"Tesla Sentry Mode: The Car Protection System Will Be Full of Easter Eggs There’s a a souped-up 360-degree dashcam system that seems to take its inspiration from heavy metal and Iron Man, and plenty of other Easter ... can now record and store video footage on a USB flash ...",0.5267
292,2019-01-29,"Tesla is Stealing Toyota’s Customers with the Model 3: The End of the Road for the Prius? Launched less than two years ago, Tesla's Model 3 is already proving a major thorn 81-year old automotive giant Toyota.",-0.4939
293,2019-01-29,"Elon Musk’s highflying 2018: What 150,000 miles in a private jet reveal about his ‘excruciating’ year Tesla chief Elon Musk's corporate jet flew more than 150,000 miles last year, or more than six times around the Earth, as he raced between the outposts of his ...",0.0
291,2019-01-29,"The best men's compression pants you can buy Some men even say the leggings are warm enough ... You don't have to spend a lot of money to get a pair of Tesla Compression Pants for multi-sport, all-purpose use. The Tesla Compression Pants ...",0.7269
290,2019-01-30,"Tesla showcases its ‘butt robot’ in jeans to test Model 3 seats The company shared images of a few of those robots throughout the production ramp up, including last year when Tesla shared images of its interesting-looking paint robot. Interestingly, the frame of ...",0.7579
289,2019-01-30,"Styx, Joan Jett & The Blackhearts and Tesla to perform in Hershey The glam metal group known for hits such as ""Every Rose Has Its Thorn"" will perform along with special guests Cheap Trick and Pop Evil. Metal group Tesla is best known for songs such as ""Modern Cowboy ...",0.3182
288,2019-01-30,"As Tesla Bond Comes Due, a Chinese Challenger Plans Similar Debt ",-0.25
304,2019-02-05,"New Tesla Amazon Store Taken Down After Only A Day Tesla's now offline Amazon store was selling apparel and accessories, and a few new exclusive items like new iPhone cases. Apart from iPhone cases and Men's hoodies, the store also offered Women's ...",0.5994
307,2019-02-05,Wintry Buffalo is an art and food hot spot Legendary inventor Nikola Tesla once lit up the city’s electric grid with power from nearby Niagara Falls; now ... restaurants and countless weddings. Actress Vanessa Williams made one of its suites ...,0.0
306,2019-02-05,"Tesla iPhone X, iPhone 8 Folio Cases launch on Amazon In contrast, you will hardly be able to identify these folio cases as Tesla’s if not for the engraved brand on the satin finish cover. Even stranger, however, is that the accessories are only ...",0.1779
305,2019-02-05,"New Tesla Amazon Store Taken Down After Only A Day the store also offered Women's hoodie for $75, Snapback hat for $25, Die-cast Model S P100D, Model S P85, and Model X for $250, and a Stealth Black Mug at $25 All this Tesla merchandise was to be sold ...",0.1027
303,2019-02-05,"Tesla launched a new store on Amazon where it's selling iPhone cases, hoodies, and mugs Tesla has launched an Amazon store where it is selling branded merchandise, Electrek first reported. Tesla rolling out a store on Amazon‘s platform shows the company is looking for new ways to get its ...",0.5267
298,2019-02-06,"In advance of new album, Tesla plays Greensburg’s Palace Theatre Nashville is growing really fast,” he said in a phone call during a rehearsal break the night before Tesla’s Winter Tour kickoff at Mystic Lake Casino in Prior Lake ... Joan Jett and REO Speedwagon ...",0.4019
301,2019-02-06,"Tesla launches Amazon merchandise store — then quickly removes it hoodie jackets, coffee mugs and even die-cast models of the Tesla Model S. Too bad you can’t buy any of that stuff from Tesla’s Amazon page. It’s not there anymore. The Electrek blog, which follows ...",-0.2732
300,2019-02-06,"Tesla Model 3 Price Inches Down To $43,000 — Or $35,000 With Estimated $8,000 In Incentives & Savings ",0.3182
299,2019-02-06,"BMW and Tesla have ditched AM radio but trying to get it back BMW was the first automobile company to ditch AM radio functionality, with its recent i3 electric vehicle, and it caused quite a stir among i3 owners. The reason for the drop of one of America’s ...",-0.3919
302,2019-02-06,"OSHA slaps Tesla with $29,365 fine following alleged Model 3 production 'tent' safety violations Two of the biggest concerns OSHA has with Tesla's Model 3 tent relate to two workplace hazards in particular: a 22-inch wide hole in the ground, as well as several metal rods that allegedly posed an ...",0.3182
314,2019-02-12,"Canada's Answer to Tesla Is a $15,500 Electric Three-Wheeler ",0.0
316,2019-02-12,Binance CEO Advocates Elon Musk's Name to Take the Bitcoin Lightning... Many prominent personalities and Bitcoin enthusiasts have recently proposed Tesla CEO Elon Musk to take keep the fire going for the ongoing Lightning Torch ...,0.3182
315,2019-02-12,"Starman Tesla Roadster will crash into Earth It looks like it was not such a cool idea after all Elon Musk's Tesla Roadster and its Starman pilot are likely to crash into the Earth, according to...",-0.5943
313,2019-02-12,"Self-Driving Tesla Crashes On Rt. 1 In North Brunswick: Police 1 in North Brunswick this past Sunday night, slamming into several road signs. The car then drove onto a yard by the side of the road and ... Tesla maintains on their website: ""All Tesla vehicles have ...",0.0
317,2019-02-12,"Tesla's charging stations are a massive 'competitive moat,' Morgan Stanley says ",0.1779
311,2019-02-13,"Elon Musk, Kobe Bryant didn’t accept Lightning Torch, Justin Sun passes it to Shape Shifts founder Founder of Binance ,CZ, tried passing the Lightning torch to Tesla's CEO Elon Musk, but Elon Musk did not accept the Torch. Lightning Torch is a social media ...",0.6369
310,2019-02-13,Watch out Tesla?: Canadian firm unveils electric 3-wheeler ,0.0
309,2019-02-13,"Is iQIYI Stock a Buy Again? IQ is the leader in video streaming in a country that is home ... (ULTA), +1,044% in Tesla (TSLA), +611% in Liquefied Natural Gas Limited (LNGLY), +324% in Bitcoin Services (BTSC), just to name a few.",0.1531
308,2019-02-13,Tesla’s Dog Mode lets good Samaritans know that Fido’s A-OK If Sentry Mode identifies a minor threat ... He requested a feature that lets owners keep the radio and the air conditioning on even when the car is off so that they can safely leave their dog in the ...,0.3612
312,2019-02-13,"3 Reasons NIO, 'China's Tesla,' Should Be On Your Radar ",0.0
327,2019-02-20,Elon Musk: Bitcoin is brilliant but it’s not for Tesla ,0.34
326,2019-02-20,"Elon Musk tweeted, then revised, Tesla financial guidance. He probably shouldn't have. The incident raises questions about the effectiveness of an SEC fraud settlement and attempts to rein in Musk's online antics.",-0.5859
320,2019-02-20,"Elon Musk thinks Bitcoin is ‘brilliant’ — but only owns 0.25 BTC Despite Elon Musk being somewhat of an unofficial poster boy for cryptocurrency, it turns out he actually doesn’t hold any – well, aside from 0.25 Bitcoin. The Tesla CEO recently went on record ...",0.3919
321,2019-02-20,2019 Jaguar I-Pace Seems Like a True Tesla Challenger The 2019 Jaguar I-Pace is an electric vehicle that promises long range from a full ... Some drivers have found that the infotainment system doesn’t always connect with a plugged-in or ...,0.8126
322,2019-02-20,"Tesla has lost more than 40 execs since 2016 — here's an updated list Feb. 20: General counsel Dane Butswinkas will be replaced by Jonathan ... January: Will McColl, manager of equipment engineering, leaves after seven years. December: Erik Fogelberg, vice president of ...",-0.3182
323,2019-02-20,Tesla’s top lawyer leaves after Elon Musk’s misleading tweet Elon Musk’s new babysitter at Tesla has already quit. The electric-car maker’s top lawyer announced Wednesday he was aleaving after two months on the job — just hours after Musk was forced to ...,-0.4767
324,2019-02-20,Tesla to open store in Budapest ,0.0
325,2019-02-20,"Prediction: Tesla Will Eventually Dive Head-First into Bitcoin Elon Musk says Tesla isn't ready to adopt crypto yet, but it's inevitable that the billionaire mogul will dive head-first into Bitcoin.",-0.2057
319,2019-02-21,Tesla slumps after Consumer Reports says it will no longer recommend the Model 3 due to 'reliability issues' (TSLA) | Markets ,0.0772
318,2019-02-21,Elon Musk: Bitcoin HODLers 'Deserve A Nobel Prize' Tesla founder Elon Musk became the center of attention for the Bitcoin community again February 21 after revealing he still only owned 0.25 BTC. Musk: I Tesla ...,0.5106
328,2019-02-28,"Sticker Shock: The $35,000 Tesla Model 3 Is Finally Available to Order The Standard Range Plus gets ""premium"" seat material and trim, an upgraded audio system, LED fog lights, and a center console with docking for two smartphones. According to the configurator, black is ...",-0.3818
329,2019-02-28,"Tesla finally offers $35,000 Model 3 (but it’ll cost you $36,200 with destination) it’s like a Game of Thrones but with pennies.” And they have reached the limit with this model. “This is the lowest we can possibly sell this car,” Musk said. “It’s excruciatingly ...",-0.8126
330,2019-02-28,"Tesla to close stores to reduce costs for $35,000 Model 3 SAN FRANCISCO (AP) — Tesla ... pants. DEDHAM, Mass. (CNN/WFLA) -- A Massachusetts church is, once again, using its nativity scene to make a political statement. This year's theme is climate change.",0.0
331,2019-02-28,"At Long Last: Tesla Officially Launches Long-Promised $35,000 Model 3 With 220 Miles of Range After years of waiting, customers will finally be able to purchase the long-promised Standard Range Model ... is estimated within two to four weeks. The Standard Range Model 3 will have 220 miles of ...",0.0
332,2019-02-28,"Tesla Finally Launches $35,000 Base Model 3 With 220 Miles Range adding an average of around 5% more peak power to all Model 3 vehicles. The upgrades will also increase the range of the Long Range RWD version to 325 miles, as well as the top speed of the Model 3 ...",0.6369
333,2019-02-28,"Polestar 2 is a Swedish BMW i4/Tesla-Fighting Android Its most recent EV is the Polestar 2, an all-electric high-performance sportback-type-thing and it’s here to take on cars like the BMW i4 and Tesla Model 3 ... As-standard Öhlins dampers and Brembo ...",0.3612
334,2019-02-28,"Jeda Wireless Pad for Tesla Model 3 review – wireless charging with thoughtful features [Video] or establish a longer run to the 12v power socket to support faster 15W charging with supported Android handsets. When installing the Jeda Wireless Pad, you’ll notice four circular notches where the ...",0.765
335,2019-02-28,Tesla launches cheapest Model 3 yet: a $250 diecast version Tesla is launching today its cheapest Model 3 yet – though you can’t drive it nor fit in it because it’s a 1:18 ... cars; toy cars; toy vehicles; toy vehicle play sets and accessories; miniature toy ...,0.0747
336,2019-02-28,"The five most highly anticipated electric vehicles to be released (and none is a Tesla) This time, let’s take a look at other amazing electric cars (and one motorcycle) we can look forward to as early ... as well as security alerts and GPS-based tracking if someone tries to steal it. But ...",0.6249
337,2019-02-28,Musk Reads: Tesla Model Y Rumors Reach Overdrive Elon Musk sparks Tesla Model Y speculation; SpaceX's Falcon 9 survives a challenging landing after it sent the first private lunar lander to the moon; and The ...,0.1779
347,2019-03-06,"Chinese Tesla Rival NIO: 2018 Was Good, 2019 Will Be Tough Chinese electric-vehicle maker NIO (NYSE: NIO) reported on March 5 that despite good sales, it lost more money than analysts expected in the fourth quarter of 2018, and it expects deliveries to slow ...",-0.3195
346,2019-03-06,"Gap, Tesla and Victoria's Secret are among the nearly 5,000 store closings already in 2019 Gap, Victoria's Secret, J.C. Penney, Tesla and Abercrombie & Fitch ... as the lingerie retailer struggles to appeal to women with its outdated bra and underwear merchandise. On average, the company ...",-0.3612
345,2019-03-06,"Meng Wanzhou, North Korea, Tesla: Your Thursday Briefing North Korea’s economy contracted by 3.5 percent in 2017 ... Silicon Valley, where jeans and sneakers are the norm. Recipe of the day: Match sweet, tangy citrus with peanuts and avocado for a ...",0.4588
344,2019-03-06,"At the Casinos: LeAnn Rimes, Ralphie May, America, Tesla Who just might be bringing an early taste of Christmas to Biloxi this weekend? None other than LeAnn Rimes, who just released a new seasonal album. Rimes is scheduled to perform Friday, Oct. 23, at ...",0.0
343,2019-03-07,Tesla Gets $500 Million Chinese Credit Facility for Shanghai Gigafactory ,0.3818
341,2019-03-07,"The Fascinating History of Tesla and the General Motors EV1 Replacement ... Unlike gas, EV batteries were short in supply and couldn’t be produced as quickly as fossil fuels. To keep up with the production of Lithium-Ion batteries for Tesla’s vehicles, Musk ...",0.5423
340,2019-03-07,"Tesla's new Superchargers add up to 1,000 miles per hour With cars like the Jaguar I-Pace, Audi E-Tron and Nissan Leaf Plus hitting the market, the electric car wars are heating up in a big, big way. Since the cars are just going to keep getting better, now ...",0.2023
339,2019-03-07,"Tesla enters into agreement with Chinese lenders for Shanghai Gigafactory Keeping prices in check will also help Tesla fend off competition from a swathe of domestic electric vehicle startups such as Nio Inc, Byton and XPeng Motors.",0.7096
338,2019-03-07,"Elon Musk’s U.S. security clearance under review after ‘pot-smoking’ video went viral It was only one toke on camera, but it may have been one toke over the line for federal authorities charged with maintaining national security. SpaceX and Tesla CEO Elon Musk has “secret” level ...",0.3818
342,2019-03-07,Ex. IMF Economist: Shorting Tesla (TSLA) Stock Might Be the 2019 Trophy... Abrupt and unforeseen decision of the company to close retail stores and risk a decline in visibility of Tesla vehicles demonstrate weakening financial stability of ...,-0.5267
356,2019-03-14,"Elon Musk rolls out Model Y, completing Tesla's 'S3XY' lineup Tesla Chief Executive Officer Elon Musk rolled out the automaker's latest vehicle, the Model Y, on Thursday night, predicting the new SUV would be the ...",0.0
357,2019-03-14,Seems Tesla CEO Elon Musk Wants to Know More about Tron (TRX) ,0.0
349,2019-03-14,"The Tesla Model Y has staggering specs - but it isn't a major new design for Tesla LOS ANGELES — Tesla CEO Elon Musk revealed the Model Y SUV at the carmaker's design studio on Thursday night, to the cheers of a crowd of ... he ditched his now-famous habit of wearing a cool new ...",0.7964
350,2019-03-14,"Tesla unveils Model Y SUV, expanding into popular segment Tesla unveiled a new all-electric SUV on Thursday night that ... The Model Y seats seven and has a panoramic glass roof and a 15-inch (38-centimeter) touchscreen interface for accessing all the car's ...",0.4215
351,2019-03-14,"Tesla Model Y announced: release set for 2020, price starts at $47,000 This is the Tesla ... vacuum up customer’s reservation payments before production begins. Musk said he anticipates 5-star crash ratings and high safety marks across the board. “This will be the safest ...",0.4215
352,2019-03-14,"Liveblog: Tesla Debuts the Model Y, Its Baby SUV It’s been a weird few weeks for Tesla. Stores opened and stores closed, a $35,000 Model 3 appeared, the SEC asked a federal judge to charge CEO Elon Musk with contempt of court. But drown it all out, ...",-0.8481
353,2019-03-14,"The Tesla Model Y Is Coming, But Who Is Ready For It? Tesla must deliver a functional interior and improved reliability ... Hurricane force winds could be felt from Colorado all the way to Amarillo, Texas. Wind gusts of 50 to 70 mph are expected through ...",0.6808
354,2019-03-14,CEO of Tron Celebrates BTT; USDT Success With a Surprising Giveaway that Includes a Tesla ,0.8591
355,2019-03-14,TRON Founder to Airdrop $20M and Tesla Giveaway to Celebrate Company’s Success ,0.8126
348,2019-03-15,"Tesla Model Y revealed with up to 300 miles of range, $41,200 price tag Tesla intends to keep the juice flowing with the addition of the Model Y ... Looking like a hatchback version of the Model 3 sedan with a lift kit, the Model Y appears to share most of its parts with ...",0.5719
367,2019-03-19,"Tesla Staff’s Lost Workdays Triple on Factory Injuries, Illness Tesla added 35 environmental, health and safety support staff in 2018; has spent $4.3 million since mid-2017 on ergonomic enhancements and has a team of industrial athletic coaches who specialize in ...",0.128
359,2019-03-20,How to buy a Tesla online Tesla also lets buyers get a more precise estimate of how much money they’ll save after going electric by punching in how many miles they drive annually and how much they normally pay for fuel. By ...,0.4215
360,2019-03-20,Would-Be Tesla Rival Soars After Snagging First Bull Rating ,0.0
361,2019-03-20,"Tesla Competitor Electra Meccanica Stock Soars, Builds 3-Wheel Electric Car ",0.0
362,2019-03-20,"Tesla Analyst: Better Battery Production Could Be 'Major Competitive Advantage' The electric vehicle maker is figuring out one of its main production bottlenecks, says Wedbush analyst Dan Ives....TSLA.",0.6808
363,2019-03-20,Tesla Competitor Electra Meccanica Soars After Analyst Says It's a Buy ,0.0
364,2019-03-20,Ford tweaks Tesla on Twitter as Detroit carmaker plans 'Mustang-inspired' all-electric SUV ,0.0
365,2019-03-20,"Tesla God of Thunder! A fantastic t-shirt form Forgotten Tees on Amazon! Whosoever holds this hammer, if he be worthy, shall possess the power of Thor. If there’s someone that should be worthy of wielding the great Mjolnir ...",0.9431
366,2019-03-20,"Tesla factory injuries idled workers three times as much in 2018 Tesla added 35 environmental, health and safety support staff in 2018; has spent $4.3 million since mid-2017 on ergonomic enhancements and has a team of industrial athletic coaches who specialize in ...",0.6705
358,2019-03-21,"Def Leppard, REO Speedwagon coming to Syracuse's Lakeview Amphitheater The English rock band announced their new tour this morning, with headliners REO Speedwagon and Tesla the Band set to open ... Def Leppard will also play at the Darien Lake Performing Arts Center in ...",0.34
375,2019-03-27,"Tesla Electric Road Trips And Supercharging Strategy Recently I conducted an electric car road trip ... at the charger in Indio (Palm Springs area) would not be possible in my 260 mile range car, even though I took the rare step of charging it to 99%. I ...",0.0
376,2019-03-27,"Sonic Automotive's Jeff Dyke on Used Car Sales, Tesla, and the Future of EchoPark ",0.0
373,2019-03-27,"Wine Trash and Treasure Reveal Lost City of Winemaking's Ancient Secrets But now researchers have begun to shed more light on the shadowy city ... Important VC Newsletter' Wine Spectator Included in $500 VC Starter Kit with Patagonia Fleece, Tesla Keychain When something ...",0.1779
374,2019-03-27,"Tesla Model 3 gets higher 134 MPGe efficiency with new battery pack, Hyundai Ioniq still king Despite the lighter battery pack, the Model 3 Mid-Range, which has now been discontinued, got a lower 123 MPGe. Now, the new Tesla Model 3 ... but the Hyundai Ioniq still has it beat by 2 MPGe.",0.0387
377,2019-03-27,"Elon Musk sends his second email this month to employees explaining Tesla's store closure plan Tesla CEO Elon Musk sent his second email to employees in a month to clear up confusion around its store closures, according to a copy of the memo viewed by ...",0.1027
369,2019-03-28,"Can we stop AI outsmarting humanity? Tallinn sat at a heavy mahogany table, wearing the casual garb of Silicon Valley: black jeans, T-shirt and canvas sneakers ... Thiel’s foundation has given $1.6m to Miri and, in 2015, Tesla founder ...",-0.1027
368,2019-03-28,"Smile Tesla Thieves, You’re On Camera: Model S And Model X Get Model 3’s ‘Sentry Mode’ The electric automaker designed Sentry Mode in a bid to ... such as someone breaking a window, the system switches to an ‘Alarm’ state where the car’s alarm is triggered, the brightness of the center ...",-0.1531
371,2019-03-28,Justin Sun Suspected of Foul Play During Tesla Giveaway (UPDATED) ,0.128
370,2019-03-28,"For Tesla Electric Car Tourism, Hotel Charging Is The Answer, Not Supercharging In the event that just 10-15kwh will make the difference, bring a 25' 12/3 extension cord. Most hotels can find a regular ... It turns out that almost all RV parks have 50 amp RV service, and most ...",0.0
372,2019-03-28,"Nikola Night Homage @ The Hotel Henry Funds from the gala will be dedicated to preserving Tesla’s legacy in Buffalo. At the event, guests will learn more about sculptor Larry Griffis’ 7-ft tall bronze statue of Tesla, which will be ...",0.4588
378,2019-04-04,"Judge to SEC and Elon Musk: Put your ‘reasonableness pants on and work this out’ Tesla, Elon Musk and the U.S. Securities and Exchange Commission ... ""My call to action is for everyone to take a deep breath, put your reasonableness pants on and work this out."" — Adam Klasfeld ...",0.296
379,2019-04-04,Tesla ETFs in Focus on Weak Q1 Delivery Data Expense ratio comes in at 0.75%. First Trust NASDAQ Clean Edge Green Energy Index Fund QCLN This fund tracks the Nasdaq Clean Edge Green Energy Index and manages assets worth $98.3 million. It charges ...,0.8591
380,2019-04-04,"Could a few stickers fool military vehicles of the future? In March, Tencent Security Research Lab demonstrated a variety of adversarial attacks against a Tesla Model S ... Rather than convincing the car that an existing lane isn’t there, the attack instead ...",-0.743
381,2019-04-04,Texas lawmakers calm Tesla owners' servicing fears with bill revision Texas lawmakers met Thursday morning to discuss a proposed bill Tesla owners feared would prevent them from servicing and maintaining their...,-0.5574
382,2019-04-04,"US Auto Sales: Ford Joins GM, Fiat Chrysler, Tesla In Q1 Slump; Tesla Stock Dives ",0.0
383,2019-04-04,"Tesla's Elon Musk enters Manhattan courthouse in showdown with SEC The Tesla CEO said he respects the U.S. judicial process, but chuckled when asked if he felt the same about the SEC as he entered court.",0.5346
384,2019-04-04,Texas lawmakers calm Tesla owners' servicing fears with bill revision Texas lawmakers met Thursday morning to discuss a proposed bill Tesla owners feared would prevent them from servicing and maintaining their...,-0.5574
385,2019-04-04,Tesla analysts are questioning how many people even want to buy Elon Musk's cars after weak delivery numb.. Wall Street has been concerned about Tesla demand for months. But analysts say the picture appears more dire after disappointing first-quarter deliv...,-0.8822
386,2019-04-04,NIO Rises After Wall Street Upgrades the Chinese Electric Vehicle Maker Tesla's (TSLA - Get Report) misfortune is rival NIO's (NIO) gain Thursday after the Chinese electric vehicle maker was upgraded at both Bank of America Merrill ...,0.5267
387,2019-04-04,Tesla stock down more than 8% day after reporting biggest sales drop in its history ,-0.2732
397,2019-04-09,"Coachella: See more than 100 photos of the biggest art pieces over the festival’s history from the Tesla coils to the giant rainbow tower called “Spectra.” Sign up for our Festival Pass newsletter. Whether you are a Coachella lifer or prefer to watch from afar, get weekly dispatches during ...",0.4939
396,2019-04-09,"Army of investors waging war on Tesla has no leader, but it has a Shorty Air Force A reporter roamed a public parking lot outside the Crunch Gym in Burbank, where more than 100 Teslas ... ""your questions are best to be addressed to Tesla."" The shorts say distorted sales claims fit ...",0.5346
394,2019-04-10,"Tesla, Panasonic to seek productivity gains before new battery investments The two companies were responding to a report by Japan's Nikkei that said they had frozen previous plans to raise the capacity of the plant, which supplies battery packs for Tesla cars. ""Both Tesla ...",0.34
395,2019-04-10,"Top Analyst Upgrades and Downgrades: Apple, Disney, Gilead, Nordstrom, Novartis, Tesla, Under Armour, Wendy’s and More Shares closed down 2.0% to $44.17. The consensus target price is $50.40 ... They have a 52-week range of $247.77 to $387.46 and a consensus target price of $314.05. Under Armour Inc. (NYSE: UAA) was ...",0.5095
390,2019-04-11,"Hirshleifers Might Be the Best-Kept Secret in Menswear Hirshleifers, co-CEO Caryn Hirshleifer tells me, had always done a serious women’s business—serious as in “Chanel ... There’s a Tiffany’s, and a Ralph Lauren. Hell, there’s a Tesla dealership if you ...",-0.7096
391,2019-04-11,"Tesla and Panasonic freeze spending on $4.5bn Gigafactory OSAKA -- Tesla and Panasonic are freezing plans to expand the capacity of their Gigafactory 1, the world's largest EV battery plant, as concerns mount on Wall Street about sales ... for the cars built ...",0.2732
392,2019-04-11,"Tesla's 'newcomer' talks about band's new album, legacy The songs have really stood the test of time."" Armed with his ax and a rudimentary MySpace demo, Rude caught the attention of Tesla's co-founding guitarist, Frank Hannon, in 2006. Soon after, he was ...",-0.4588
393,2019-04-11,"Tesla powered electric 1958 VW Beetle unveiled - and it could be yours for just $10 We’re throwing you the keys to a one-of-a-kind 1958 VW Bug with a modern twist. “Thanks to Zelectric, this baby is powered by an electric motor and Tesla batteries! ""Oh yeah, you read that right. An ...",0.3595
388,2019-04-11,"2019 electric vehicle comparison: Jaguar I-Pace v Hyundai Ioniq v Nissan Leaf v Tesla Model S v Renault Zoe Unlike the other manufacturers, the Model S uses a Type 2 plug for single- and three-phase charging, but combines its proprietary supercharger system within the same plug. That means it's the only car ...",0.0
389,2019-04-11,Tesla denies report of a spending halt at Nevada plant Tesla is disputing a Thursday report that the electric auto manufacturer is putting a freeze on its plans to expand its Nevada Gigafactory. “Both Tesla and Panasonic continue to invest substantial ...,-0.296
407,2019-04-17,"Tesla CEO Elon Musk's massive gamble on China could be thwarted by local rivals Even by Elon Musk's standards, his Shanghai plan is ambitious: take 86 hectares of muddy farmland on the outskirts of the city's peninsula and start rolling out ...",0.1027
406,2019-04-17,"Inside Tesla Twitter, where legendary short-sellers and amateur investors gather to trash and praise Elon Musk's electric empire (TSLA) | Markets Tesla CEO Elon Musk spends a lot of time on Twitter — as do his fans and critics. That combination has made Tesla one of the most talked-about compa...",0.34
404,2019-04-17,"Tesla's Long-Range Model 3 Has A Heavier CO2 Footprint Than Toyota's Camry Hybrid Toyota's Camry Hybrid XLE uses 2.1 gallons of gasoline per 100 miles, which works out to a well-to-wheels CO2 footprint of 244.5 grams per mile. After accounting for battery manufacturing and electric ...",0.0
405,2019-04-17,"2020 Mercedes EQC Edition 1886 gives debut e-SUV a striking look Arriving at the New York Auto Show 2019, the 2020 Mercedes-Benz EQC Edition 1886 builds on the electric SUV the company revealed last September as its challenger to the Audi e-tron and Tesla Model X .",0.128
403,2019-04-17,"Tesla Car Spontaneously Catches Fire, Burns For Four Hours A Tesla vehicle was on fire for hours Wednesday night in Monroeville. WFMY-TV Greensboro KPNX-TV Phoenix ...",-0.5859
402,2019-04-18,"Can Everlane Disrupt Sneakers, Too? Everlane, having already disrupted traditional retail and the idea of overpaying for T-shirts, wants in on the action ... for naught if the shoe doesn’t look cool. “It's not like Tesla introduces a ...",0.049
401,2019-04-18,"SEC, Tesla CEO Elon Musk seek one-week delay to resolve contempt motion Tesla CEO Elon Musk and the Securities and Exchange Commission have asked for a one-week delay to resolve their contempt of court dispute, the parties ...",-0.7003
400,2019-04-18,"Rainn Wilson called Elon Musk out after Tesla 'stole' his leaf blower idea After Musk claimed the idea of a ""quiet, electric leaf blower"" has been ""suggested by many, externally & internally,"" Wilson posted a screenshot of the tweets and responded, ""C'mon Musk, give me some ...",0.0
414,2019-04-25,"Tesla’s autonomy event: Impressive progress with an unrealistic timeline The remaining 10 percent of the code accounts ... that its chips are specifically designed for high performance and low power consumption for self-driving applications, which could yield better ...",0.7845
415,2019-04-25,"Why This Tesla Doppelganger Surged 50%, Defying Falling Markets ",-0.1531
416,2019-04-25,"Teens pelt Tesla with eggs in Ann Arbor; owner left with costly mess A Meijer in Ann Arbor draws certain customers with its Tesla charging stations, but now one customer wants to know if vandals targeted him because of the car ...",-0.1027
417,2019-04-25,Tesla lost $700 million in first quarter on Model 3 Tesla reported a massive loss in the first quarter of 2019 as it struggled to deliver its mass-market Model 3 and faced factors including a diminished federal tax ...,-0.7184
409,2019-04-26,"University program showcases student-made games, addresses drone traffic SALT LAKE CITY — The University of Utah’s Electronic Arts and Engineering ... “Our students showcased games where they had built controllers ranging from Tesla Spheres to ouija boards to martial arts ...",0.0
410,2019-04-26,"Life, death and spontaneous combustion - here's why the debate about Tesla fires just got more fierce It broke out as a Tesla Model S was sitting in a parking garage. The car had not ... took the car to a repair shop after getting a flat tire on the highway. While the owner was inside the repair shop, ...",-0.7884
411,2019-04-26,"Elon Musk and the SEC resolve dispute over the Tesla CEO’s tweets Elon Musk and the Securities and Exchange Commission resolved their dispute over Musk's tweets, they said in a court filing Friday, removing some uncertainty ...",-0.3182
412,2019-04-26,Ford sees Tesla in rear-view mirror Shares of Tesla (TSLA) are down 5.20% and traded at a new 52-week low of $233.18 earlier in the session. The busy week for Tesla featured an ...,0.0258
413,2019-04-26,"Tesla, Inc. (TSLA.BA) On Tuesday, NIO reported its second-quarter earnings. In August, NIO delivered 1,943 vehicles, which was lower than its guidance of 2,000–2,500 vehicles. President Trump criticized China’s trade ...",-0.5719
425,2019-05-02,Investors Sell Tesla (TSLA) on Strength (TSLA) ,0.4939
426,2019-05-02,"Today’s new Tesla Model 3 has, erm, 93 miles of range ",0.0
424,2019-05-02,"Tesla warns of upcoming shortages of battery minerals, like nickel, copper, & lithium The battery supply chain is ... it mainly brushed off concerns. That’s partly because cobalt has been the main concern for many automakers and Tesla’s use in cobalt in its proprietary battery ...",0.128
427,2019-05-02,"Tesla shares pop on plan to raise $2 billion from investors, including CEO Elon Musk Tesla says in a filing that CEO Elon Musk plans to buy about $10 million of its stock.",0.296
423,2019-05-02,Elon Musk to investors: Self-driving will make Tesla a $500 billion company The United States has cleared the final procedural hurdle in order to impose tariffs on billions of dollars of European products later ... at a recent event for investors that the company dubbed ...,0.25
422,2019-05-03,"Ford Focus Vignale 1.5 EcoBoost 8-Speed Auto review – Family hatchback joins the top flight Even in quite dismal Scottish weather, the Focus still had bags of kerb appeal ... tops in its tests – and the Tesla Model X is a real winner. Deals Six Shark vacuum cleaners on sale right now with ...",0.5584
